223	[N:Exhausts6_Mesh_013_M_Opaque_NickelSmooth_Max1]	mesh=0	world=(0.0356177, 0, 0.0771554)	local=(3.56177, 0, 7.71554)
224	[N:FenderFL6_Mesh_014_M_Opaque_PlasticRoughBlack_Max_003_N:M_Opaque_PlasticRoughBlack_Max1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
225	[N:FenderFL6_Mesh_014_M_Opaque_PlasticRoughBlack_Max_003]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
226	[N:FenderFL6_Mesh_014_M_Opaque_PlasticRoughBlack_Max_004_N:M_Opaque_PlasticSmoothBlack_Max1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
227	[N:FenderFL6_Mesh_014_M_Opaque_PlasticRoughBlack_Max_004]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
228	[N:FenderFL6_Mesh_014_M_Opaque_PlasticRoughBlack_Max_005_N:M_LightBucket_Max1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
229	[N:FenderFL6_Mesh_014_M_Opaque_PlasticRoughBlack_Max_005]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
230	[N:FenderFL6_Mesh_014_M_Opaque_PlasticRoughBlack_Max_006_N:M_LightGlassNormal_Orange_Low1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
231	[N:FenderFL6_Mesh_014_M_Opaque_PlasticRoughBlack_Max_006]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
232	[N:FenderFL6_Mesh_014_M_Opaque_PlasticRoughBlack_Max_007_N:M_CarPaint_Max1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
233	[N:FenderFL6_Mesh_014_M_Opaque_PlasticRoughBlack_Max_007]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
234	[N:FenderFR6_Mesh_015_M_Opaque_PlasticRoughBlack_Max_004_N:M_Opaque_PlasticRoughBlack_Max1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
235	[N:FenderFR6_Mesh_015_M_Opaque_PlasticRoughBlack_Max_004]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
236	[N:FenderFR6_Mesh_015_M_Opaque_PlasticRoughBlack_Max_005_N:M_Opaque_PlasticSmoothBlack_Max1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
237	[N:FenderFR6_Mesh_015_M_Opaque_PlasticRoughBlack_Max_005]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
238	[N:FenderFR6_Mesh_015_M_Opaque_PlasticRoughBlack_Max_006_N:M_LightBucket_Max1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
239	[N:FenderFR6_Mesh_015_M_Opaque_PlasticRoughBlack_Max_006]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
240	[N:FenderFR6_Mesh_015_M_Opaque_PlasticRoughBlack_Max_007_N:M_LightGlassNormal_Orange_Low1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
241	[N:FenderFR6_Mesh_015_M_Opaque_PlasticRoughBlack_Max_007]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
242	[N:FenderFR6_Mesh_015_M_Opaque_PlasticRoughBlack_Max_008_N:M_CarPaint_Max1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
243	[N:FenderFR6_Mesh_015_M_Opaque_PlasticRoughBlack_Max_008]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
244	[N:FendersChassisF6_Mesh_016_M_Chassis_Max_004_N:M_Chassis_Max1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
245	[N:FendersChassisF6_Mesh_016_M_Chassis_Max_004]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
246	[N:FendersChassisR6_Mesh_017_M_Chassis_Max_005_N:M_Chassis_Max1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
247	[N:FendersChassisR6_Mesh_017_M_Chassis_Max_005]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
248	[N:FendersR6_Mesh_018_M_Badge_Max_002_N:M_Badge_Max1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
249	[N:FendersR6_Mesh_018_M_Badge_Max_002]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
250	[N:FendersR6_Mesh_018_M_Badge_Max_003_N:M_CarPaint_Max1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
251	[N:FendersR6_Mesh_018_M_Badge_Max_003]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
252	[N:Glass6_Mesh_005_M_Opaque_PlasticRoughBlack_Max_N:M_Opaque_PlasticRoughBlack_Max1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
253	[N:Glass6_Mesh_005_M_Opaque_PlasticRoughBlack_Max]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
254	[N:Glass6_Mesh_005_M_Opaque_PlasticRoughBlack_Max1_N:M_Glass_WindowFront_Low1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
255	[N:Glass6_Mesh_005_M_Opaque_PlasticRoughBlack_Max1]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
256	[N:Glass6_Mesh_005_M_Opaque_PlasticRoughBlack_Max2_N:M_Glass_WindowSurroundFront_Low1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
257	[N:Glass6_Mesh_005_M_Opaque_PlasticRoughBlack_Max2]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
258	[N:Glass6_Mesh_005_M_Opaque_PlasticRoughBlack_Max3_N:M_Glass_WindowFront_Low1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
259	[N:Glass6_Mesh_005_M_Opaque_PlasticRoughBlack_Max3]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
260	[N:Glass6_Mesh_005_M_Opaque_PlasticRoughBlack_Max4_N:M_Glass_WindowSurroundFront_Low1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
261	[N:Glass6_Mesh_005_M_Opaque_PlasticRoughBlack_Max4]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
262	[N:Glass6_Mesh_005_M_Opaque_PlasticRoughBlack_Max5_N:M_Glass_WindowFront_Low1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
263	[N:Glass6_Mesh_005_M_Opaque_PlasticRoughBlack_Max5]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
264	[N:Glass6_Mesh_005_M_Opaque_PlasticRoughBlack_Max6_N:M_Glass_WindowFront_Low1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
265	[N:Glass6_Mesh_005_M_Opaque_PlasticRoughBlack_Max6]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
266	[N:Glass6_Mesh_005_M_Opaque_PlasticRoughBlack_Max7_N:M_Glass_WindowSurroundFront_Low1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
267	[N:Glass6_Mesh_005_M_Opaque_PlasticRoughBlack_Max7]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
268	[N:Glass6_Mesh_005_M_Opaque_PlasticRoughBlack_Max8_N:M_Glass_WindowSurroundFront_Low1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
269	[N:Glass6_Mesh_005_M_Opaque_PlasticRoughBlack_Max8]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
270	[N:HeadLightL6_Mesh_019_M_Opaque_PlasticSmoothBlack_Max_006_N:M_Opaque_PlasticSmoothBlack_Max1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
271	[N:HeadLightL6_Mesh_019_M_Opaque_PlasticSmoothBlack_Max_006]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
272	[N:HeadLightL6_Mesh_019_M_Opaque_PlasticSmoothBlack_Max_007_N:M_Badge_Max1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
273	[N:HeadLightL6_Mesh_019_M_Opaque_PlasticSmoothBlack_Max_007]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
274	[N:HeadLightL6_Mesh_019_M_Opaque_PlasticSmoothBlack_Max_008_N:M_LightBucket_Max1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
275	[N:HeadLightL6_Mesh_019_M_Opaque_PlasticSmoothBlack_Max_008]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
276	[N:HeadLightL6_Mesh_019_M_Opaque_PlasticSmoothBlack_Max_009]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
277	[N:HeadLightR6_Mesh_020_M_Opaque_PlasticSmoothBlack_Max_006_N:M_Opaque_PlasticSmoothBlack_Max1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
278	[N:HeadLightR6_Mesh_020_M_Opaque_PlasticSmoothBlack_Max_006]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
279	[N:HeadLightR6_Mesh_020_M_Opaque_PlasticSmoothBlack_Max_007_N:M_Badge_Max1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
280	[N:HeadLightR6_Mesh_020_M_Opaque_PlasticSmoothBlack_Max_007]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
281	[N:HeadLightR6_Mesh_020_M_Opaque_PlasticSmoothBlack_Max_008_N:M_LightBucket_Max1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
282	[N:HeadLightR6_Mesh_020_M_Opaque_PlasticSmoothBlack_Max_008]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
283	[N:HeadLightR6_Mesh_020_M_Opaque_PlasticSmoothBlack_Max_009_N:M_LightGlassNormal_Clear_Low]	mesh=1	world=(-0.595122, 0.437857, -1.93539)	local=(-59.5122, 43.7857, -193.539)
284	[N:HeadLightR6_Mesh_020_M_Opaque_PlasticSmoothBlack_Max_009]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
285	[N:Hood6_Mesh_021_M_Badge_Max_004]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
286	[N:Hood6_Mesh_021_M_Badge_Max_005_N:M_Opaque_PlasticSmoothBlack_Max1_0]	mesh=1	world=(0, -0.265663, -1.15886)	local=(0, -26.5663, -115.886)
287	[N:Hood6_Mesh_021_M_Badge_Max_005]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
288	[N:Hood6_Mesh_021_M_Badge_Max_006_N:M_CarPaint_Max1_0]	mesh=1	world=(-0.000754119, 0.00296354, 0.00671156)	local=(-0.0754119, 0.296354, 0.671156)
289	[N:Hood6_Mesh_021_M_Badge_Max_006]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
290	[N:Interior5_Mesh_006_M_Opaque_PlasticSmoothBlack_Max_N:M_Opaque_PlasticSmoothBlack_Max1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
291	[N:Interior5_Mesh_006_M_Opaque_PlasticSmoothBlack_Max]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
292	[N:Interior5_Mesh_006_M_Opaque_PlasticSmoothBlack_Max1_N:M_Opaque_ChromeSmooth_Max1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
293	[N:Interior5_Mesh_006_M_Opaque_PlasticSmoothBlack_Max1]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
294	[N:Interior5_Mesh_006_M_Opaque_PlasticSmoothBlack_Max2_N:M_Interior_Max1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
295	[N:Interior5_Mesh_006_M_Opaque_PlasticSmoothBlack_Max2]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
296	[N:MirrorBaseL5_Mesh_022_M_Opaque_PlasticRoughBlack_Max_005]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
297	[N:MirrorBaseR5_Mesh_023_M_Opaque_PlasticRoughBlack_Max_006_N:M_Opaque_PlasticRoughBlack_Max1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
298	[N:MirrorBaseR5_Mesh_023_M_Opaque_PlasticRoughBlack_Max_006]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
299	[N:MirrorBaseR5_Mesh_023_M_Opaque_PlasticRoughBlack_Max_007_N:M_CarPaint_Max1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
300	[N:MirrorBaseR5_Mesh_023_M_Opaque_PlasticRoughBlack_Max_007]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
301	[N:MirrorL6_Mesh_024_M_Opaque_PlasticRoughBlack_Max_007]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
302	[N:MirrorL6_Mesh_024_M_Opaque_PlasticRoughBlack_Max_008]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
303	[N:MirrorL6_Mesh_024_M_Opaque_PlasticRoughBlack_Max_009]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
304	[N:MirrorR6_Mesh_025_M_Opaque_PlasticRoughBlack_Max_008_N:M_Opaque_PlasticRoughBlack_Max1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
305	[N:MirrorR6_Mesh_025_M_Opaque_PlasticRoughBlack_Max_008]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
306	[N:MirrorR6_Mesh_025_M_Opaque_PlasticRoughBlack_Max_009_N:M_GlassOpaque_Mirror_Max1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
307	[N:MirrorR6_Mesh_025_M_Opaque_PlasticRoughBlack_Max_009]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
308	[N:MirrorR6_Mesh_025_M_Opaque_PlasticRoughBlack_Max_010_N:M_CarPaint_Max1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
309	[N:MirrorR6_Mesh_025_M_Opaque_PlasticRoughBlack_Max_010]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
310	[N:Skirts6_Mesh_026_M_Opaque_PlasticRoughBlack_Max_009_N:M_Opaque_PlasticRoughBlack_Max1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
311	[N:Skirts6_Mesh_026_M_Opaque_PlasticRoughBlack_Max_009]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
312	[N:Skirts6_Mesh_026_M_Opaque_PlasticRoughBlack_Max_010]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
313	[N:Skirts6_Mesh_026_M_Opaque_PlasticRoughBlack_Max_011_N:M_Chassis_Max1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
314	[N:Skirts6_Mesh_026_M_Opaque_PlasticRoughBlack_Max_011]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
315	[N:Spoiler6_Mesh_027_M_Light_Max_003]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
316	[N:Spoiler6_Mesh_027_M_Light_Max_004]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
317	[N:Spoiler6_Mesh_027_M_Light_Max_005]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
318	[N:SteeringWheel5_Mesh_007_M_Interior_Max_N:M_Interior_Max1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
319	[N:SteeringWheel5_Mesh_007_M_Interior_Max]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
320	[N:TailLightL6_Mesh_028_M_Opaque_PlasticSmoothBlack_Max_008_N:M_Opaque_PlasticSmoothBlack_Max1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
321	[N:TailLightL6_Mesh_028_M_Opaque_PlasticSmoothBlack_Max_008]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
322	[N:TailLightL6_Mesh_028_M_Opaque_PlasticSmoothBlack_Max_009_N:M_LightBucket_Max1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
323	[N:TailLightL6_Mesh_028_M_Opaque_PlasticSmoothBlack_Max_009]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
324	[N:TailLightL6_Mesh_028_M_Opaque_PlasticSmoothBlack_Max_010_N:M_Chassis_Max1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
325	[N:TailLightL6_Mesh_028_M_Opaque_PlasticSmoothBlack_Max_010]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
326	[N:TailLightL6_Mesh_028_M_Opaque_PlasticSmoothBlack_Max_011_N:M_LightGlassNormal_Orange_Low1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
327	[N:TailLightL6_Mesh_028_M_Opaque_PlasticSmoothBlack_Max_011]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
328	[N:TailLightL6_Mesh_028_M_Opaque_PlasticSmoothBlack_Max_012_N:M_LightGlassNormal_Red_Low1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
329	[N:TailLightL6_Mesh_028_M_Opaque_PlasticSmoothBlack_Max_012]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
330	[N:TailLightL6_Mesh_028_M_Opaque_PlasticSmoothBlack_Max_013_N:M_LightGlassNormal_Clear_Low1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
331	[N:TailLightL6_Mesh_028_M_Opaque_PlasticSmoothBlack_Max_013]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
332	[N:TailLightR6_Mesh_029_M_Light_Max_004_N:M_LightBucket_Max1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
333	[N:TailLightR6_Mesh_029_M_Light_Max_004]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
334	[N:TailLightR6_Mesh_029_M_Light_Max_005_N:M_Chassis_Max1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
335	[N:TailLightR6_Mesh_029_M_Light_Max_005]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
336	[N:TailLightR6_Mesh_029_M_Light_Max_006_N:M_Opaque_PlasticSmoothBlack_Max1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
337	[N:TailLightR6_Mesh_029_M_Light_Max_006]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
338	[N:TailLightR6_Mesh_029_M_Light_Max_007_N:M_LightGlassNormal_Orange_Low1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
339	[N:TailLightR6_Mesh_029_M_Light_Max_007]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
340	[N:TailLightR6_Mesh_029_M_Light_Max_008_N:M_LightGlassNormal_Red_Low1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
341	[N:TailLightR6_Mesh_029_M_Light_Max_008]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
342	[N:TailLightR6_Mesh_029_M_Light_Max_009_N:M_LightGlassNormal_Clear_Low1_0]	mesh=1	world=(0, 0, 0)	local=(0, 0, -0)
343	[N:TailLightR6_Mesh_029_M_Light_Max_009]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
344	[N:Wheel1A_RF_CombinedRimRim_Front_LInstance1_Src4_049_Rim1A1]	mesh=0	world=(0, -0.144689, 0)	local=(0, -14.4689, -0)
345	[RootNode]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
346	[FINAL_MODEL_R.fbx]	mesh=0	world=(0, 0, 0)	local=(0, 0, -0)
347	[Sketchfab_model.002]	mesh=0	world=(0, 0, -0)	local=(0, 0, -0)
348	[Sketchfab_Scene.002]	mesh=0	world=(0, 0, -0)	local=(0, 0, -0)
349	[scene.002]	mesh=0	world=(0, 0, -0)	local=(0, 0, -0)
350	[Grup.001]	mesh=0	world=(0, 0, -0)	local=(0, 0, -0)
351	[N:DoorL4_Mesh_001_M_InteriorTiledSimple_Max1_N:M_Opaque_PlasticSmoothBlack_Max1_0]	mesh=1	world=(0.0192384, -0.0196146, -0.000526436)	local=(0, 0, -0)
352	[N:DoorL4_Mesh_001_M_InteriorTiledSimple_Max3_N:M_CarPaint_Max1_0]	mesh=1	world=(0.0192384, -0.0196146, -0.000526436)	local=(0, 0, -0)
353	[N:MirrorL6_Mesh_024_M_Opaque_PlasticRoughBlack_Max_008_N:M_GlassOpaque_Mirror_Max1_0]	mesh=1	world=(0.0192384, -0.0196146, -0.000526436)	local=(0, 0, -0)
354	[N:MirrorL6_Mesh_024_M_Opaque_PlasticRoughBlack_Max_009_N:M_CarPaint_Max1_0]	mesh=1	world=(0.0192384, -0.0196146, -0.000526436)	local=(0, 0, -0)
355	[Grup.005]	mesh=0	world=(0.0192384, -0.0196146, -0.000526436)	local=(0.853684, 0, -0)
356	[N:DoorL4_Mesh_001_M_InteriorTiledSimple_Max4_N:M_Interior_Max1_0]	mesh=1	world=(0.0192384, -0.0196146, -0.000526436)	local=(0, 0, -0)
357	[N:DoorL4_Mesh_001_M_InteriorTiledSimple_Max4]	mesh=0	world=(0.0192384, -0.0196146, -0.000526436)	local=(0.853684, 0, -0)
358	[N:DoorL_Glass4_Mesh_002_M_Opaque_PlasticRoughBlack_Max1_N:M_Glass_WindowFront_Low1_0]	mesh=1	world=(0.0192384, -0.0196146, -0.000526436)	local=(0, 0, -0)
359	[N:DoorL_Glass4_Mesh_002_M_Opaque_PlasticRoughBlack_Max1]	mesh=0	world=(0.0192384, -0.0196146, -0.000526436)	local=(0.853684, 0, -0)
360	[N:MirrorBaseL5_Mesh_022_M_Opaque_PlasticRoughBlack_Max_006_N:M_CarPaint_Max1_0]	mesh=1	world=(0.0192384, -0.0196146, -0.000526436)	local=(0, 0, -0)
361	[N:MirrorBaseL5_Mesh_022_M_Opaque_PlasticRoughBlack_Max_006]	mesh=0	world=(0.0192384, -0.0196146, -0.000526436)	local=(0.853684, 0, -0)
362	[Grup.004]	mesh=0	world=(-0.833939, -0.0488626, 0.00260891)	local=(-1.55539, 0, -0)
363	[Grup.003]	mesh=0	world=(0.720524, 0.0044264, -0.0031036)	local=(0.720524, 0.0044264, -0.0031036)
